Currency,date,value,fmt_date,value_numeric
U.S. dollar,"April 20,2023",1.000000,2023-04-20,1
U.S. dollar,"April 21,2023",1.000000,2023-04-21,1
U.S. dollar,"April 24,2023",1.000000,2023-04-24,1
U.S. dollar,"April 25,2023",1.000000,2023-04-25,1
U.S. dollar,"April 26,2023",1.000000,2023-04-26,1
U.S. dollar,"April 27,2023",1.000000,2023-04-27,1
U.S. dollar,"April 28,2023",1.000000,2023-04-28,1
Algerian dinar,"April 03,2023",135.863900,2023-04-03,135.8639
Algerian dinar,"April 04,2023",135.545400,2023-04-04,135.5454
Algerian dinar,"April 05,2023",135.315300,2023-04-05,135.3153
Algerian dinar,"April 06,2023",135.462700,2023-04-06,135.4627
Algerian dinar,"April 07,2023",135.451000,2023-04-07,135.451
Algerian dinar,"April 10,2023",135.480400,2023-04-10,135.4804
Algerian dinar,"April 11,2023",135.672600,2023-04-11,135.6726
Algerian dinar,"April 12,2023",135.572200,2023-04-12,135.5722
Algerian dinar,"April 13,2023",135.308600,2023-04-13,135.3086
Algerian dinar,"April 14,2023",135.137200,2023-04-14,135.1372
Algerian dinar,"April 17,2023",135.350000,2023-04-17,135.35
Algerian dinar,"April 18,2023",135.468100,2023-04-18,135.4681
Algerian dinar,"April 19,2023",NA,2023-04-19,NA
Algerian dinar,"April 20,2023",135.533200,2023-04-20,135.5332
Algerian dinar,"April 21,2023",NA,2023-04-21,NA
Algerian dinar,"April 24,2023",135.414900,2023-04-24,135.4149
Algerian dinar,"April 25,2023",135.279100,2023-04-25,135.2791
Algerian dinar,"April 26,2023",135.314500,2023-04-26,135.3145
Algerian dinar,"April 27,2023",135.202200,2023-04-27,135.2022
Algerian dinar,"April 28,2023",135.385400,2023-04-28,135.3854
Australian dollar (1),"April 03,2023",0.666300,2023-04-03,0.6663
Australian dollar (1),"April 04,2023",0.676500,2023-04-04,0.6765
Australian dollar (1),"April 05,2023",0.673600,2023-04-05,0.6736
Australian dollar (1),"April 06,2023",0.669400,2023-04-06,0.6694
Australian dollar (1),"April 07,2023",NA,2023-04-07,NA
Australian dollar (1),"April 10,2023",NA,2023-04-10,NA
Australian dollar (1),"April 11,2023",0.667700,2023-04-11,0.6677
Australian dollar (1),"April 12,2023",0.667100,2023-04-12,0.6671
Australian dollar (1),"April 13,2023",0.670100,2023-04-13,0.6701
Australian dollar (1),"April 14,2023",0.678300,2023-04-14,0.6783
Australian dollar (1),"April 17,2023",0.671500,2023-04-17,0.6715
Australian dollar (1),"April 18,2023",0.673300,2023-04-18,0.6733
Australian dollar (1),"April 19,2023",0.672700,2023-04-19,0.6727
Australian dollar (1),"April 20,2023",0.671500,2023-04-20,0.6715
Australian dollar (1),"April 21,2023",0.670800,2023-04-21,0.6708
Australian dollar (1),"April 24,2023",0.667600,2023-04-24,0.6676
Australian dollar (1),"April 25,2023",NA,2023-04-25,NA
Australian dollar (1),"April 26,2023",0.660900,2023-04-26,0.6609
Australian dollar (1),"April 27,2023",0.662700,2023-04-27,0.6627
Australian dollar (1),"April 28,2023",0.661000,2023-04-28,0.661
Botswana pula (1),"April 03,2023",0.076300,2023-04-03,0.0763
Botswana pula (1),"April 04,2023",0.076700,2023-04-04,0.0767
Botswana pula (1),"April 05,2023",0.076700,2023-04-05,0.0767
Botswana pula (1),"April 06,2023",0.076200,2023-04-06,0.0762
Botswana pula (1),"April 07,2023",NA,2023-04-07,NA
Botswana pula (1),"April 10,2023",NA,2023-04-10,NA
Botswana pula (1),"April 11,2023",0.075500,2023-04-11,0.0755
Botswana pula (1),"April 12,2023",0.075600,2023-04-12,0.0756
Botswana pula (1),"April 13,2023",0.075700,2023-04-13,0.0757
Botswana pula (1),"April 14,2023",0.076600,2023-04-14,0.0766
Botswana pula (1),"April 17,2023",0.076300,2023-04-17,0.0763
Botswana pula (1),"April 18,2023",0.075800,2023-04-18,0.0758
Botswana pula (1),"April 19,2023",0.075900,2023-04-19,0.0759
Botswana pula (1),"April 20,2023",0.076100,2023-04-20,0.0761
Botswana pula (1),"April 21,2023",NA,2023-04-21,NA
Botswana pula (1),"April 24,2023",0.076100,2023-04-24,0.0761
Botswana pula (1),"April 25,2023",0.076100,2023-04-25,0.0761
Botswana pula (1),"April 26,2023",0.075700,2023-04-26,0.0757
Botswana pula (1),"April 27,2023",0.075800,2023-04-27,0.0758
Botswana pula (1),"April 28,2023",0.075700,2023-04-28,0.0757
Brazilian real,"April 03,2023",5.063100,2023-04-03,5.0631
Brazilian real,"April 04,2023",5.075600,2023-04-04,5.0756
Brazilian real,"April 05,2023",5.044100,2023-04-05,5.0441
Brazilian real,"April 06,2023",5.067700,2023-04-06,5.0677
Brazilian real,"April 07,2023",NA,2023-04-07,NA
Brazilian real,"April 10,2023",5.082800,2023-04-10,5.0828
Brazilian real,"April 11,2023",5.012200,2023-04-11,5.0122
Brazilian real,"April 12,2023",4.949000,2023-04-12,4.949
Brazilian real,"April 13,2023",4.909100,2023-04-13,4.9091
Brazilian real,"April 14,2023",4.944900,2023-04-14,4.9449
Brazilian real,"April 17,2023",4.941500,2023-04-17,4.9415
Brazilian real,"April 18,2023",4.967200,2023-04-18,4.9672
Brazilian real,"April 19,2023",5.046100,2023-04-19,5.0461
Brazilian real,"April 20,2023",5.049100,2023-04-20,5.0491
Brazilian real,"April 21,2023",NA,2023-04-21,NA
Brazilian real,"April 24,2023",5.058900,2023-04-24,5.0589
Brazilian real,"April 25,2023",5.060700,2023-04-25,5.0607
Brazilian real,"April 26,2023",5.057900,2023-04-26,5.0579
Brazilian real,"April 27,2023",5.014400,2023-04-27,5.0144
Brazilian real,"April 28,2023",5.000100,2023-04-28,5.0001
Brunei dollar,"April 03,2023",1.334500,2023-04-03,1.3345
Brunei dollar,"April 04,2023",1.327600,2023-04-04,1.3276
Brunei dollar,"April 05,2023",1.326000,2023-04-05,1.326
Brunei dollar,"April 06,2023",1.329800,2023-04-06,1.3298
Brunei dollar,"April 07,2023",NA,2023-04-07,NA
Brunei dollar,"April 10,2023",1.330000,2023-04-10,1.33
Brunei dollar,"April 11,2023",1.331500,2023-04-11,1.3315
Brunei dollar,"April 12,2023",1.332000,2023-04-12,1.332
Brunei dollar,"April 13,2023",1.326800,2023-04-13,1.3268
Brunei dollar,"April 14,2023",1.324100,2023-04-14,1.3241
Brunei dollar,"April 17,2023",1.332100,2023-04-17,1.3321
Brunei dollar,"April 18,2023",1.334300,2023-04-18,1.3343
Brunei dollar,"April 19,2023",1.333500,2023-04-19,1.3335
Brunei dollar,"April 20,2023",1.334300,2023-04-20,1.3343
Brunei dollar,"April 21,2023",NA,2023-04-21,NA
Brunei dollar,"April 24,2023",1.335900,2023-04-24,1.3359
Brunei dollar,"April 25,2023",1.334100,2023-04-25,1.3341
Brunei dollar,"April 26,2023",1.337800,2023-04-26,1.3378
Brunei dollar,"April 27,2023",1.335500,2023-04-27,1.3355
Brunei dollar,"April 28,2023",1.334000,2023-04-28,1.334
Canadian dollar,"April 03,2023",1.343800,2023-04-03,1.3438
Canadian dollar,"April 04,2023",1.344700,2023-04-04,1.3447
Canadian dollar,"April 05,2023",1.345700,2023-04-05,1.3457
Canadian dollar,"April 06,2023",1.347800,2023-04-06,1.3478
Canadian dollar,"April 07,2023",NA,2023-04-07,NA
Canadian dollar,"April 10,2023",1.352700,2023-04-10,1.3527
Canadian dollar,"April 11,2023",1.348300,2023-04-11,1.3483
Canadian dollar,"April 12,2023",1.344700,2023-04-12,1.3447
Canadian dollar,"April 13,2023",1.335900,2023-04-13,1.3359
Canadian dollar,"April 14,2023",1.336200,2023-04-14,1.3362
Canadian dollar,"April 17,2023",1.339800,2023-04-17,1.3398
Canadian dollar,"April 18,2023",1.338700,2023-04-18,1.3387
Canadian dollar,"April 19,2023",1.344500,2023-04-19,1.3445
Canadian dollar,"April 20,2023",NA,2023-04-20,NA
Canadian dollar,"April 21,2023",1.353900,2023-04-21,1.3539
Canadian dollar,"April 24,2023",1.354200,2023-04-24,1.3542
Canadian dollar,"April 25,2023",1.362300,2023-04-25,1.3623
Canadian dollar,"April 26,2023",1.362500,2023-04-26,1.3625
Canadian dollar,"April 27,2023",1.361200,2023-04-27,1.3612
Canadian dollar,"April 28,2023",1.357800,2023-04-28,1.3578
Chilean peso,"April 03,2023",790.410000,2023-04-03,790.41
Chilean peso,"April 04,2023",801.280000,2023-04-04,801.28
Chilean peso,"April 05,2023",810.640000,2023-04-05,810.64
Chilean peso,"April 06,2023",810.220000,2023-04-06,810.22
Chilean peso,"April 07,2023",NA,2023-04-07,NA
Chilean peso,"April 10,2023",814.640000,2023-04-10,814.64
Chilean peso,"April 11,2023",821.490000,2023-04-11,821.49
Chilean peso,"April 12,2023",811.750000,2023-04-12,811.75
Chilean peso,"April 13,2023",802.890000,2023-04-13,802.89
Chilean peso,"April 14,2023",795.810000,2023-04-14,795.81
Chilean peso,"April 17,2023",797.280000,2023-04-17,797.28
Chilean peso,"April 18,2023",801.260000,2023-04-18,801.26
Chilean peso,"April 19,2023",795.230000,2023-04-19,795.23
Chilean peso,"April 20,2023",796.930000,2023-04-20,796.93
Chilean peso,"April 21,2023",791.640000,2023-04-21,791.64
Chilean peso,"April 24,2023",795.960000,2023-04-24,795.96
Chilean peso,"April 25,2023",814.750000,2023-04-25,814.75
Chilean peso,"April 26,2023",813.900000,2023-04-26,813.9
Chilean peso,"April 27,2023",805.210000,2023-04-27,805.21
Chilean peso,"April 28,2023",801.610000,2023-04-28,801.61
Czech koruna,"April 03,2023",21.571000,2023-04-03,21.571
Czech koruna,"April 04,2023",21.478000,2023-04-04,21.478
Czech koruna,"April 05,2023",21.395000,2023-04-05,21.395
Czech koruna,"April 06,2023",21.450000,2023-04-06,21.45
Czech koruna,"April 07,2023",NA,2023-04-07,NA
Czech koruna,"April 10,2023",NA,2023-04-10,NA
Czech koruna,"April 11,2023",21.518000,2023-04-11,21.518
Czech koruna,"April 12,2023",21.439000,2023-04-12,21.439
Czech koruna,"April 13,2023",21.128000,2023-04-13,21.128
Czech koruna,"April 14,2023",21.110000,2023-04-14,21.11
Czech koruna,"April 17,2023",21.270000,2023-04-17,21.27
Czech koruna,"April 18,2023",21.312000,2023-04-18,21.312
Czech koruna,"April 19,2023",21.463000,2023-04-19,21.463
Czech koruna,"April 20,2023",21.479000,2023-04-20,21.479
Czech koruna,"April 21,2023",21.448000,2023-04-21,21.448
Czech koruna,"April 24,2023",21.312000,2023-04-24,21.312
Czech koruna,"April 25,2023",21.294000,2023-04-25,21.294
Czech koruna,"April 26,2023",21.287000,2023-04-26,21.287
Czech koruna,"April 27,2023",21.287000,2023-04-27,21.287
Czech koruna,"April 28,2023",21.411000,2023-04-28,21.411
Danish krone,"April 03,2023",6.854100,2023-04-03,6.8541
Danish krone,"April 04,2023",6.835400,2023-04-04,6.8354
Danish krone,"April 05,2023",6.809700,2023-04-05,6.8097
Danish krone,"April 06,2023",NA,2023-04-06,NA
Danish krone,"April 07,2023",NA,2023-04-07,NA
Danish krone,"April 10,2023",NA,2023-04-10,NA
Danish krone,"April 11,2023",6.832200,2023-04-11,6.8322
Danish krone,"April 12,2023",6.821600,2023-04-12,6.8216
Danish krone,"April 13,2023",6.764300,2023-04-13,6.7643
Danish krone,"April 14,2023",6.738700,2023-04-14,6.7387
Danish krone,"April 17,2023",6.786300,2023-04-17,6.7863
Danish krone,"April 18,2023",6.791200,2023-04-18,6.7912
Danish krone,"April 19,2023",6.815500,2023-04-19,6.8155
Danish krone,"April 20,2023",6.809600,2023-04-20,6.8096
Danish krone,"April 21,2023",6.788800,2023-04-21,6.7888
Danish krone,"April 24,2023",6.774200,2023-04-24,6.7742000000000004
Danish krone,"April 25,2023",6.761900,2023-04-25,6.7619
Danish krone,"April 26,2023",6.751900,2023-04-26,6.7519
Danish krone,"April 27,2023",6.750400,2023-04-27,6.7504
Danish krone,"April 28,2023",6.787900,2023-04-28,6.7879
Indian rupee,"April 03,2023",82.386700,2023-04-03,82.3867
Indian rupee,"April 04,2023",NA,2023-04-04,NA
Indian rupee,"April 05,2023",82.189200,2023-04-05,82.1892
Indian rupee,"April 06,2023",81.975300,2023-04-06,81.9753
Indian rupee,"April 07,2023",NA,2023-04-07,NA
Indian rupee,"April 10,2023",81.910500,2023-04-10,81.9105
Indian rupee,"April 11,2023",82.088100,2023-04-11,82.0881
Indian rupee,"April 12,2023",82.071200,2023-04-12,82.0712
Indian rupee,"April 13,2023",81.975500,2023-04-13,81.9755
Indian rupee,"April 14,2023",NA,2023-04-14,NA
Indian rupee,"April 17,2023",81.945600,2023-04-17,81.9456
Indian rupee,"April 18,2023",82.073400,2023-04-18,82.0734
Indian rupee,"April 19,2023",82.120200,2023-04-19,82.1202
Indian rupee,"April 20,2023",82.163500,2023-04-20,82.1635
Indian rupee,"April 21,2023",82.154200,2023-04-21,82.1542
Indian rupee,"April 24,2023",82.049500,2023-04-24,82.0495
Indian rupee,"April 25,2023",81.899400,2023-04-25,81.8994
Indian rupee,"April 26,2023",81.915500,2023-04-26,81.9155
Indian rupee,"April 27,2023",81.652600,2023-04-27,81.6526
Indian rupee,"April 28,2023",81.782900,2023-04-28,81.7829
Israeli New Shekel,"April 03,2023",3.593000,2023-04-03,3.593
Israeli New Shekel,"April 04,2023",3.564000,2023-04-04,3.564
Israeli New Shekel,"April 05,2023",NA,2023-04-05,NA
Israeli New Shekel,"April 06,2023",NA,2023-04-06,NA
Israeli New Shekel,"April 07,2023",NA,2023-04-07,NA
Israeli New Shekel,"April 10,2023",NA,2023-04-10,NA
Israeli New Shekel,"April 11,2023",3.624000,2023-04-11,3.624
Israeli New Shekel,"April 12,2023",NA,2023-04-12,NA
Israeli New Shekel,"April 13,2023",3.655000,2023-04-13,3.655
Israeli New Shekel,"April 14,2023",3.661000,2023-04-14,3.661
Israeli New Shekel,"April 17,2023",3.647000,2023-04-17,3.647
Israeli New Shekel,"April 18,2023",3.647000,2023-04-18,3.647
Israeli New Shekel,"April 19,2023",3.659000,2023-04-19,3.659
Israeli New Shekel,"April 20,2023",3.654000,2023-04-20,3.654
Israeli New Shekel,"April 21,2023",3.656000,2023-04-21,3.656
Israeli New Shekel,"April 24,2023",3.661000,2023-04-24,3.661
Israeli New Shekel,"April 25,2023",3.639000,2023-04-25,3.639
Israeli New Shekel,"April 26,2023",NA,2023-04-26,NA
Israeli New Shekel,"April 27,2023",3.636000,2023-04-27,3.636
Israeli New Shekel,"April 28,2023",3.641000,2023-04-28,3.641
Korean won,"April 03,2023","1,295.400000",2023-04-03,1295.4
Korean won,"April 04,2023","1,316.300000",2023-04-04,1316.3
Korean won,"April 05,2023","1,310.300000",2023-04-05,1310.3
Korean won,"April 06,2023","1,311.900000",2023-04-06,1311.9
Korean won,"April 07,2023","1,318.700000",2023-04-07,1318.7
Korean won,"April 10,2023","1,318.900000",2023-04-10,1318.9
Korean won,"April 11,2023","1,320.000000",2023-04-11,1320
Korean won,"April 12,2023","1,319.500000",2023-04-12,1319.5
Korean won,"April 13,2023","1,324.200000",2023-04-13,1324.2
Korean won,"April 14,2023","1,318.000000",2023-04-14,1318
Korean won,"April 17,2023","1,299.300000",2023-04-17,1299.3
Korean won,"April 18,2023","1,311.300000",2023-04-18,1311.3
Korean won,"April 19,2023","1,318.800000",2023-04-19,1318.8
Korean won,"April 20,2023","1,318.800000",2023-04-20,1318.8
Korean won,"April 21,2023","1,327.600000",2023-04-21,1327.6
Korean won,"April 24,2023","1,327.900000",2023-04-24,1327.9
Korean won,"April 25,2023","1,332.700000",2023-04-25,1332.7
Korean won,"April 26,2023","1,333.300000",2023-04-26,1333.3
Korean won,"April 27,2023","1,337.300000",2023-04-27,1337.3
Korean won,"April 28,2023","1,339.900000",2023-04-28,1339.9
Kuwaiti dinar,"April 03,2023",0.306750,2023-04-03,0.30675
Kuwaiti dinar,"April 04,2023",0.306350,2023-04-04,0.30635
Kuwaiti dinar,"April 05,2023",0.306050,2023-04-05,0.30605
Kuwaiti dinar,"April 06,2023",0.306200,2023-04-06,0.30620000000000003
Kuwaiti dinar,"April 07,2023",NA,2023-04-07,NA
Kuwaiti dinar,"April 10,2023",0.306300,2023-04-10,0.3063
Kuwaiti dinar,"April 11,2023",0.306300,2023-04-11,0.3063
Kuwaiti dinar,"April 12,2023",0.306300,2023-04-12,0.3063
Kuwaiti dinar,"April 13,2023",0.306100,2023-04-13,0.3061
Kuwaiti dinar,"April 14,2023",NA,2023-04-14,NA
Kuwaiti dinar,"April 17,2023",0.306200,2023-04-17,0.30620000000000003
Kuwaiti dinar,"April 18,2023",0.306350,2023-04-18,0.30635
Kuwaiti dinar,"April 19,2023",0.306350,2023-04-19,0.30635
Kuwaiti dinar,"April 20,2023",0.306250,2023-04-20,0.30625
Kuwaiti dinar,"April 21,2023",NA,2023-04-21,NA
Kuwaiti dinar,"April 24,2023",NA,2023-04-24,NA
Kuwaiti dinar,"April 25,2023",NA,2023-04-25,NA
Kuwaiti dinar,"April 26,2023",0.306150,2023-04-26,0.30615
Kuwaiti dinar,"April 27,2023",0.305950,2023-04-27,0.30595
Kuwaiti dinar,"April 28,2023",0.305950,2023-04-28,0.30595
Malaysian ringgit,"April 03,2023",4.422500,2023-04-03,4.4225
Malaysian ringgit,"April 04,2023",4.407500,2023-04-04,4.4075
Malaysian ringgit,"April 05,2023",4.396000,2023-04-05,4.396
Malaysian ringgit,"April 06,2023",4.404500,2023-04-06,4.4045
Malaysian ringgit,"April 07,2023",4.402500,2023-04-07,4.4025
Malaysian ringgit,"April 10,2023",4.408000,2023-04-10,4.408
Malaysian ringgit,"April 11,2023",4.416000,2023-04-11,4.416
Malaysian ringgit,"April 12,2023",4.415500,2023-04-12,4.4155
Malaysian ringgit,"April 13,2023",4.402000,2023-04-13,4.402
Malaysian ringgit,"April 14,2023",4.388500,2023-04-14,4.3885
Malaysian ringgit,"April 17,2023",4.419000,2023-04-17,4.419
Malaysian ringgit,"April 18,2023",4.438000,2023-04-18,4.438
Malaysian ringgit,"April 19,2023",4.431500,2023-04-19,4.4315
Malaysian ringgit,"April 20,2023",4.438000,2023-04-20,4.438
Malaysian ringgit,"April 21,2023",NA,2023-04-21,NA
Malaysian ringgit,"April 24,2023",NA,2023-04-24,NA
Malaysian ringgit,"April 25,2023",4.441500,2023-04-25,4.4415
Malaysian ringgit,"April 26,2023",4.461000,2023-04-26,4.461
Malaysian ringgit,"April 27,2023",4.458000,2023-04-27,4.458
Malaysian ringgit,"April 28,2023",4.458500,2023-04-28,4.4585
Mauritian rupee,"April 03,2023",45.739300,2023-04-03,45.7393
Mauritian rupee,"April 04,2023",45.639100,2023-04-04,45.6391
Mauritian rupee,"April 05,2023",45.566000,2023-04-05,45.566
Mauritian rupee,"April 06,2023",45.609100,2023-04-06,45.6091
Mauritian rupee,"April 07,2023",45.408300,2023-04-07,45.4083
Mauritian rupee,"April 10,2023",45.701600,2023-04-10,45.7016
Mauritian rupee,"April 11,2023",45.384500,2023-04-11,45.3845
Mauritian rupee,"April 12,2023",45.429500,2023-04-12,45.4295
Mauritian rupee,"April 13,2023",45.358800,2023-04-13,45.3588
Mauritian rupee,"April 14,2023",45.150000,2023-04-14,45.15
Mauritian rupee,"April 17,2023",45.217300,2023-04-17,45.2173
Mauritian rupee,"April 18,2023",45.134800,2023-04-18,45.1348
Mauritian rupee,"April 19,2023",45.176100,2023-04-19,45.1761
Mauritian rupee,"April 20,2023",45.163900,2023-04-20,45.1639
Mauritian rupee,"April 21,2023",45.142300,2023-04-21,45.1423
Mauritian rupee,"April 24,2023",45.137800,2023-04-24,45.1378
Mauritian rupee,"April 25,2023",45.191900,2023-04-25,45.1919
Mauritian rupee,"April 26,2023",45.163900,2023-04-26,45.1639
Mauritian rupee,"April 27,2023",45.043600,2023-04-27,45.0436
Mauritian rupee,"April 28,2023",45.068400,2023-04-28,45.0684
Mexican peso,"April 03,2023",18.107000,2023-04-03,18.107
Mexican peso,"April 04,2023",18.118500,2023-04-04,18.1185
Mexican peso,"April 05,2023",18.332300,2023-04-05,18.3323
Mexican peso,"April 06,2023",NA,2023-04-06,NA
Mexican peso,"April 07,2023",NA,2023-04-07,NA
Mexican peso,"April 10,2023",18.176500,2023-04-10,18.1765
Mexican peso,"April 11,2023",18.187000,2023-04-11,18.187
Mexican peso,"April 12,2023",18.066000,2023-04-12,18.066
Mexican peso,"April 13,2023",18.015200,2023-04-13,18.0152
Mexican peso,"April 14,2023",18.063800,2023-04-14,18.0638
Mexican peso,"April 17,2023",18.086800,2023-04-17,18.0868
Mexican peso,"April 18,2023",18.063000,2023-04-18,18.063
Mexican peso,"April 19,2023",18.044800,2023-04-19,18.0448
Mexican peso,"April 20,2023",NA,2023-04-20,NA
Mexican peso,"April 21,2023",17.998800,2023-04-21,17.9988
Mexican peso,"April 24,2023",18.008200,2023-04-24,18.0082
Mexican peso,"April 25,2023",18.089200,2023-04-25,18.0892
Mexican peso,"April 26,2023",18.103000,2023-04-26,18.103
Mexican peso,"April 27,2023",18.072300,2023-04-27,18.0723
Mexican peso,"April 28,2023",17.997500,2023-04-28,17.9975
New Zealand dollar (1),"April 03,2023",0.622800,2023-04-03,0.6228
New Zealand dollar (1),"April 04,2023",0.629550,2023-04-04,0.62955
New Zealand dollar (1),"April 05,2023",0.636700,2023-04-05,0.6367
New Zealand dollar (1),"April 06,2023",0.630100,2023-04-06,0.6301
New Zealand dollar (1),"April 07,2023",NA,2023-04-07,NA
New Zealand dollar (1),"April 10,2023",NA,2023-04-10,NA
New Zealand dollar (1),"April 11,2023",0.622250,2023-04-11,0.62225
New Zealand dollar (1),"April 12,2023",0.619800,2023-04-12,0.6198
New Zealand dollar (1),"April 13,2023",0.621250,2023-04-13,0.62125
New Zealand dollar (1),"April 14,2023",0.631350,2023-04-14,0.63135
New Zealand dollar (1),"April 17,2023",0.619650,2023-04-17,0.61965
New Zealand dollar (1),"April 18,2023",0.618750,2023-04-18,0.61875
New Zealand dollar (1),"April 19,2023",0.620300,2023-04-19,0.6203
New Zealand dollar (1),"April 20,2023",0.616300,2023-04-20,0.6163
New Zealand dollar (1),"April 21,2023",0.616050,2023-04-21,0.61605
New Zealand dollar (1),"April 24,2023",0.613900,2023-04-24,0.6139
New Zealand dollar (1),"April 25,2023",NA,2023-04-25,NA
New Zealand dollar (1),"April 26,2023",0.614800,2023-04-26,0.6148
New Zealand dollar (1),"April 27,2023",0.613150,2023-04-27,0.61315
New Zealand dollar (1),"April 28,2023",0.615600,2023-04-28,0.6156
Norwegian krone,"April 03,2023",10.351000,2023-04-03,10.351
Norwegian krone,"April 04,2023",10.305900,2023-04-04,10.3059
